ID_Origen,Query,Categoria_Real,SubCategoria_Real,ID_Recuperado,Categoria_Recuperada,SubCategoria_Recuperada,Similitud_Coseno,Umbral_Dinamico,Modo,Tiempo_Segundos,Effort_Manual_Horas,Acierto_Categoria,Acierto_SubCategoria,Acierto_ID,Solucion_Real,Recomendacion_SIR,Es_Llamada_Real
8040,"El dashboard 'Entregas a rendir' no muestra el nombre del acreedor para un registro específico, a pesar de que este camp...",Power BI,Inconsistencia de Datos,8040,Power BI,Inconsistencia de Datos,0.8513,0.65,RAG,2.252,3.0,1,1,1,"Se realizó la corrección necesaria para asegurar que el campo 'nombre de acreedor' sea incluido y mapeado correctamente en el pipeline de datos. Tras la validación, se confirmó que el registro afectado ahora muestra la información esperada.","Recomendación simulada Hito 2 v4 para el ticket 8040. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8040.",False
9208,Se reporta un error en la ejecución del pipeline 'RefreshDatasetMantenimientoCorporativoII' dentro del Data Factory 'adf...,Power BI,Actualización de dataset,8942,Power BI,Conectividad,0.931,0.75,RAG,2.23,1.0,1,0,0,"Se revisó el pipeline en el entorno de desarrollo para comprender su lógica y dependencias. Posteriormente, se esperó la siguiente ventana de actualización programada para observar si el problema era transitorio y se resolvía automáticamente.","Recomendación simulada Hito 2 v4 para el ticket 9208. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8942.",False
8842,El pipeline 'CostosAzure_Dinamico' en el Data Factory 'adf-analitica-prd' falló debido a que el Gateway no está accesibl...,Power BI,Conectividad,8842,Power BI,Conectividad,0.8997,0.75,RAG,2.002,1.0,1,1,1,"Se realizó un reprocesamiento del pipeline afectado. Tras la ejecución, el pipeline se completó con normalidad, indicando que la conectividad del Gateway se restableció y permitió la continuación del proceso.","Recomendación simulada Hito 2 v4 para el ticket 8842. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8842.",False
8417,Se reporta una inconsistencia en la cantidad de ingresos mostrada en el dashboard de 'CONTROL DE ACTIVIDADES' para el me...,Power BI,Inconsistencia de Datos,8417,Power BI,Inconsistencia de Datos,0.8708,0.65,RAG,2.353,8.0,1,1,1,Se realizó una revisión y ajuste en el modelo de datos de Power BI para asegurar la correcta agregación de todos los registros de ingresos del mes de Mayo 2024. Se validó la información con la lista proporcionada y se confirmó la corrección de la inconsistencia.,"Recomendación simulada Hito 2 v4 para el ticket 8417. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8417.",False
8031,El usuario solicita la disponibilidad de enlaces para el dashboard de Infraestructura. No se proporciona una descripción...,Soporte Analitico,Requerimiento,8031,Soporte Analitico,Requerimiento,0.8288,0.65,RAG,1.945,1.0,1,1,1,"La solución aplicada se encuentra en estado de aprobación de PR (Pull Request), lo que sugiere que se están realizando cambios o configuraciones en el código o en la infraestructura para cumplir con la solicitud.","Recomendación simulada Hito 2 v4 para el ticket 8031. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8031.",False
7902,No se proporcionó una descripción detallada de los síntomas observados en el dashboard de Soporte. La incidencia se clas...,Soporte Analitico,Derivación del caso,7902,Soporte Analitico,Derivación del caso,0.7697,0.65,RAG,2.284,2.0,1,1,1,Se realizó la corrección o ajuste necesario y se procedió a la publicación en el ambiente de Producción (PRD).,"Recomendación simulada Hito 2 v4 para el ticket 7902. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 7902.",False
7901,Se reporta una incidencia en el dashboard de Data Analytics para el área de Finanzas. No se proporcionan detalles especí...,Soporte Analitico,Derivación del caso,7901,Soporte Analitico,Derivación del caso,0.802,0.65,RAG,2.503,6.0,1,1,1,"Actualmente, la solución aplicada se limita a esperar la respuesta de Diego sobre la validación del SP. Una vez obtenida, se procederá con los pasos de diagnóstico y corrección necesarios.","Recomendación simulada Hito 2 v4 para el ticket 7901. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 7901.",False
8030,Se observan errores en la generación de la 'cama 8' y se ha modificado el modelo estadístico con la adición de nuevas va...,Soporte Analitico,Derivación del caso,8030,Soporte Analitico,Derivación del caso,0.8612,0.65,RAG,2.067,6.0,1,1,1,Pendiente de pase a PRD. Se está trabajando en la resolución de los errores y la validación de las modificaciones del modelo estadístico antes de su despliegue en producción.,"Recomendación simulada Hito 2 v4 para el ticket 8030. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8030.",False
11135,"Correo de alerta en la bandeja de Soporte 
Error pipeline ""MasterSolucion"", Data Factory: adf-analitica-prd",Soporte Analitico,Derivación del caso,11135,Soporte Analitico,Derivación del caso,0.9269,0.75,RAG,2.541,0.25,1,1,1,,"Recomendación simulada Hito 2 v4 para el ticket 11135. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11135.",False
5713,"El título indica una actualización relacionada con Capex y Proyectos de Sostenimiento. Sin embargo, la descripción y el ...",Soporte Analitico,Requerimiento,5713,Soporte Analitico,Requerimiento,0.9161,0.65,RAG,1.998,2.0,1,1,1,"Dado que no hay descripción ni comentario de resolución, no se han aplicado pasos de solución. Se requiere información adicional para proceder con la resolución.","Recomendación simulada Hito 2 v4 para el ticket 5713. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 5713.",False
9393,"Se solicita acceso a Edward Luque como Data Owner para el Plan y Forecast de Balance Metalúrgico, con el mismo rol que M...",Soporte Analitico,Requerimiento,9393,Soporte Analitico,Requerimiento,0.7774,0.65,RAG,2.207,1.0,1,1,1,"Se otorgó acceso a Edward Luque en la plataforma de Autoservicio Analítico, asignándole el rol de Admin B2, similar al de Miguel Yana, para asegurar la disponibilidad del Plan y Forecast de Balance Metalúrgico.","Recomendación simulada Hito 2 v4 para el ticket 9393. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 9393.",False
7740,"Se detectó una discrepancia en la cantidad de ingresos reportados en el dashboard de RRHH, con 11 registros faltantes. L...",Soporte Analitico,Derivación del caso,7740,Soporte Analitico,Derivación del caso,0.8447,0.65,RAG,2.564,3.0,1,1,1,Se llevó a cabo una reunión con el equipo de BIT para analizar la discrepancia y se procedió a la regularización de la información faltante en el dashboard de RRHH.,"Recomendación simulada Hito 2 v4 para el ticket 7740. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 7740.",False
9394,Se observó un error en la ejecución del pipeline 'pipeline_master_CuentasPorPagar_EntregasARendir' dentro del Data Facto...,Databricks,Clusters / Jobs,9090,Databricks,Clusters / Jobs,0.8823,0.75,RAG,5.062,1.0,1,1,0,"Se procedió a reprocesar la carga de datos utilizando el mismo pipeline. El reproceso se completó con normalidad, lo que indica que el fallo fue transitorio o resuelto con la reejecución.","Estimado ingeniero de soporte,

Hemos revisado la incidencia reportada para el pipeline 'pipeline_master_CuentasPorPagar_",True
8434,Se recibió una alerta de calidad de datos indicando que la ejecución del pipeline 'MasterEjecucionesDatabricks' en el Da...,Databricks,Clusters / Jobs,8434,Databricks,Clusters / Jobs,0.8598,0.75,RAG,2.226,1.0,1,1,1,Se revisó la carga diaria y se identificó que la ejecución del notebook en Databricks falló. Se procedió a investigar los logs de ejecución en la URL proporcionada para determinar la causa específica del error y se planean acciones correctivas basadas en esa información.,"Recomendación simulada Hito 2 v4 para el ticket 8434. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8434.",False
9119,Se reporta un fallo en la ejecución del notebook dentro del pipeline 'pipeline_maestro_grupo_compra' en el Data Factory ...,Databricks,Clusters / Jobs,9119,Databricks,Clusters / Jobs,0.8581,0.75,RAG,2.575,1.0,1,1,1,"Se procedió a reprocesar la carga de datos. Tras el reproceso, la carga se completó con normalidad, lo que sugiere que el fallo inicial pudo haber sido transitorio o resuelto con la reejecución.","Recomendación simulada Hito 2 v4 para el ticket 9119. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 9119.",False
8862,El pipeline 'VisorGeneralEtl' en el Data Factory 'adf-analitica-prd' falló durante su ejecución. El error indica que la ...,Databricks,Clusters / Jobs,8862,Databricks,Clusters / Jobs,0.9067,0.75,RAG,2.135,1.0,1,1,1,Se procedió a reprocesar la carga del pipeline 'VisorGeneralEtl' para intentar resolver la falla.,"Recomendación simulada Hito 2 v4 para el ticket 8862. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8862.",False
9104,"Se observó un fallo en la ejecución del pipeline 'adf-operaciones-prd' en Azure Data Factory, específicamente en la oper...",Databricks,Clusters / Jobs,9104,Databricks,Clusters / Jobs,0.9128,0.75,RAG,2.074,1.0,1,1,1,"Se procedió a reprocesar la carga de datos que falló. El reproceso se completó con normalidad, indicando que la falla original fue de carácter temporal y se resolvió al reintentar la ejecución.","Recomendación simulada Hito 2 v4 para el ticket 9104. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 9104.",False
11971,"Actividad Fallida: Conversion Archivo xml (Ejecución en Databricks).
Fecha del Incidente: 30/04/2026 07:32.
Impacto Oper...",Databricks,Requerimiento,11971,Databricks,Requerimiento,0.8676,0.75,RAG,2.093,4.0,1,1,1,"Escalamiento a la Fuente: Se reportó la incidencia inmediatamente al proveedor (EPIUSE) para que revisen los registros del servicio SOAP y determinen por qué no se enviaron datos en esa ventana horaria.
Medida de Contención (Pendiente): Si EPIUSE confirma que este comportamiento (enviar un XML vacío sin candidatos) es normal o recurrente para los fines de mes, se procederá a gestionar una modificación en el notebook de Databricks.","Recomendación simulada Hito 2 v4 para el ticket 11971. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11971.",False
11113,"1. Alerta recibida en la bandeja de Soporte Analítico 
2. Error en el pipeline: ""pipeline_master_FactEncuesta""",Azure SQL Database,Integración,10586,Azure Data Factory,Accesos / Autenticación,0.8946,0.75,RAG,1.906,1.0,0,0,0,"1.- Se solicito reprocesar el pipeline ""pipeline_master_FactEncuesta"" 
2.- El pipeline se ejecutó de manera correcta.","Recomendación simulada Hito 2 v4 para el ticket 11113. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 10586.",False
10927,"1. Alerta en la bandeja de Soporte Analítico 
2. Error en el pipeline: ""pipeline_master_FactEncuesta""",Azure SQL Database,ETL Manual,10586,Azure Data Factory,Accesos / Autenticación,0.8889,0.75,RAG,1.83,1.0,0,0,0,"Se actualizo la tabla [Stage].[i$ExtractorEPI] con el formato establecido para la fecha 
Se reprocesó el pipeline de ""EmpleadosHistorico""","Recomendación simulada Hito 2 v4 para el ticket 10927. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 10586.",False
11498,"Recepción de requerimiento vía correo electrónico titulado ""Información de Elemento PEP en tabla 0042"" dirigido a Daniel...",Azure SQL Database,Integración,11498,Azure SQL Database,Integración,0.6801,0.65,RAG,2.313,5.0,1,1,1,"Se generó una captura técnica de la respuesta del RFC donde se visualiza que los campos del PEP Element vienen nulos directamente desde SAP.
Se envió un correo electrónico al solicitante adjuntando la evidencia técnica que demuestra que el origen (SAP/RFC) no está enviando la información necesaria.","Recomendación simulada Hito 2 v4 para el ticket 11498. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11498.",False
6992,Se observa un alto consumo de recursos en los entornos QAS y DEV de Azure para el servicio de Finanzas. Esto podría esta...,Azure SQL Database,Consultas / Performance,6992,Azure SQL Database,Consultas / Performance,0.9095,0.65,RAG,2.512,3.0,1,1,1,Se ha iniciado la monitorización detallada de los recursos en los entornos QAS y DEV de Azure para el servicio de Finanzas. Se analizarán los logs y métricas para identificar patrones de consumo y posibles cuellos de botella.,"Recomendación simulada Hito 2 v4 para el ticket 6992. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 6992.",False
8403,El usuario reporta un error al intentar descargar información del reporte de gasto desde una base de datos SQL. El mensa...,Azure SQL Database,Seguridad / Permisos,8403,Azure SQL Database,Seguridad / Permisos,0.8593,0.65,RAG,2.235,2.0,1,1,1,"Se procedió a actualizar las credenciales de acceso del usuario para la base de datos SQL. Una vez actualizadas y verificadas, se confirmó que el usuario podía acceder y descargar la información del reporte de gasto sin inconvenientes.","Recomendación simulada Hito 2 v4 para el ticket 8403. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8403.",False
8876,El pipeline PL_BSEG_SAP_Lake_Carga_Incremental experimentó un fallo al intentar conectar con la tabla de destino en SAP....,SAP,Integración,8876,SAP,Integración,0.889,0.75,RAG,2.565,1.0,1,1,1,"Se procedió a reprocesar la carga de datos del pipeline. Tras el reprocesamiento, la carga se completó con normalidad, lo que sugiere que el problema de conectividad fue transitorio o se resolvió automáticamente.","Recomendación simulada Hito 2 v4 para el ticket 8876. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8876.",False
9215,"Se observa que, de una lista de órdenes de compra de tipo ZMC que incluyen materiales vitales (8200000397, 8200000523, 8...",SAP,Integración,9215,SAP,Integración,0.8358,0.65,RAG,2.543,1.0,1,1,1,"Se ha validado el registro de los componentes en las extracciones de SAP, confirmando que los datos se están obteniendo correctamente. La validación se centró en la actividad de las órdenes de compra de tipo ZMC con materiales vitales.","Recomendación simulada Hito 2 v4 para el ticket 9215. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 9215.",False
5579,El campo 'stock de seguridad' en todos los materiales vitales muestra erróneamente '0 días'. Se requiere la reversión a ...,SAP,Inconsistencia de Datos,5579,SAP,Inconsistencia de Datos,0.8323,0.65,RAG,1.863,3.0,1,1,1,Se ha realizado la reversión de los valores del campo 'stock de seguridad' a los registros históricos correctos para todos los materiales vitales. Se ha verificado que la aplicación muestre los valores correctos y se ha implementado un monitoreo para prevenir futuras incidencias.,"Recomendación simulada Hito 2 v4 para el ticket 5579. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 5579.",False
11674,Llego la alerta a través de la bandeja de soporte analítico,SAP,Inconsistencia de Datos,11488,Power BI,Actualización de dataset,0.5846,0.65,Fallback,2.464,3.0,0,0,0,"Se aprobó la observación, mediante el mismo aplicativo en el apartado de sincronizaciones observadas, ya que esta diferencia es intencional y correcta","Recomendación simulada Hito 2 v4 para el ticket 11674. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11488.",False
11486,Recepción masiva de incidencias en el correo de soprte analitico de los pipelines de carga en Azure Data Factory que dep...,SAP,Falla en el IR-Minsur,9217,Azure Data Factory,Pipelines,0.7,0.75,Fallback,2.04,16.0,0,0,0,"Se realizaron múltiples sesiones de revisión exhaustiva para validar la conectividad de red, el estado de los puertos y la vigencia de permisos en los servidores. 
Se mantuvo una reunión de emergencia con el equipo técnico de SAP, quienes validaron el estado de los sistemas. 
Resultados: 
Entorno de Producción (PRD): Se logró validar y restablecer el funcionamiento correcto, normalizándose el tráfico de datos. 
Entornos de Desarrollo (DEV) y Calidad (QAS): Estos ambientes persisten sin respuesta desde el lado de SAP. 
El equipo de SAP se ha llevado la tarea de investigar la causa de la falta de respuesta en los entornos no productivos bajo un ticket de soporte específico de alta prioridad.","Recomendación simulada Hito 2 v4 para el ticket 11486. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 9217.",False
11604,"Se presentaron fallas en el proceso de autenticación de la aplicación, impidiendo la correcta validación de credenciales...",Web,Seguridad / Accesos,11604,Web,Seguridad / Accesos,0.8026,0.65,RAG,2.333,6.0,1,1,1,"Se coordinó con [USUARIO] Parodi la generación de un nuevo Secret Key / Client Secret para restablecer la autenticación.
Posteriormente, se solicitó a BIT el envío del nuevo secreto para su configuración en el sistema, con el objetivo de restituir el servicio y normalizar el funcionamiento de la aplicación.","Recomendación simulada Hito 2 v4 para el ticket 11604. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11604.",False
9321,"Los archivos en SharePoint para Lixiviación (ADR, Apilamiento, Reporte diario) no se han actualizado con la información ...",Web,Falla de sincronización,9321,Web,Falla de sincronización,0.8577,0.65,RAG,1.963,3.0,1,1,1,Se actualizaron los archivos en SharePoint para Lixiviación. Se revisaron los procesos de carga y se verificó que la actualización de los archivos debería ser correcta. Se solicita al usuario que agregue la información hasta la fecha actual.,"Recomendación simulada Hito 2 v4 para el ticket 9321. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 9321.",False
10743,"1.- El usuario Miguel Calsin reporto que no podía ser registrar un usuario nuevo en la plataforma Vitales,",Web,Falla de sincronización,10743,Web,Falla de sincronización,0.8652,0.65,RAG,2.08,5.0,1,1,1,"1. Se duplico un usuario activo. 
2. Se actualizaron los campos de correo, usuario, nombres desde el aplicativo 
3. Se registro al usuario correctamente.","Recomendación simulada Hito 2 v4 para el ticket 10743. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 10743.",False
11591,Llego la solicitud a través de la bandeja de correo de soporte analítico,Gobierno del Dato,Catálogo / Linaje,11853,Power BI,Inconsistencia de Datos,0.5686,0.65,Fallback,2.322,3.0,0,0,0,"Se construyó y envió una matriz detallada que especifica la relación de las tablas utilizadas frente a aquellas que ya no tienen uso en los dashboards vigentes.
Se brindó la conformidad técnica para proceder con la inactivación de las tablas identificadas, asegurando que no forman parte del ecosistema actual de RR.HH..","Recomendación simulada Hito 2 v4 para el ticket 11591. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11853.",False
11126,"Alerta recibida en la bandeja de Soporte Analítico 
Error en el pipeline: ""ETL_INICIAL_MALLA_MASTER""",Gobierno del Dato,Calidad de Datos,11128,Soporte Analitico,Derivación del caso,0.9108,0.75,RAG,1.974,0.4,0,0,0,,"Recomendación simulada Hito 2 v4 para el ticket 11126. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11128.",False
8409,"Se recibieron múltiples alertas de calidad de datos relacionadas con los procesos ETL_ENERGIA, ETL_PRONOSTICO, ETL_CAMAS...",Gobierno del Dato,Calidad de Datos,8409,Gobierno del Dato,Calidad de Datos,0.8905,0.65,RAG,2.527,4.0,1,1,1,"Se revisaron y ajustaron los pipelines de Azure Data Factory asociados a ETL_ENERGIA, ETL_PRONOSTICO, ETL_CAMAS y Entrenamiento_Modelos. Se corrigieron las configuraciones de los Data Flows y se optimizó la lógica de procesamiento para asegurar la integridad y consistencia de los datos.","Recomendación simulada Hito 2 v4 para el ticket 8409. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8409.",False
8437,El extractor Onboarding de RRHH presenta una solicitud de mejora. La revisión actual se enfoca en la validación de escen...,General / Buenas prácticas,Mejora de proceso,8437,General / Buenas prácticas,Mejora de proceso,0.8666,0.65,RAG,2.139,14.0,1,1,1,Se está llevando a cabo una revisión detallada del extractor y se están ejecutando pruebas con escenarios específicos para validar su comportamiento y rendimiento.,"Recomendación simulada Hito 2 v4 para el ticket 8437. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 8437.",False
10758,"1. Alerta de por parte PMO Minsur, por una vulnerabilidad Zero Day.",General / Buenas prácticas,Automatización,10931,General / Buenas prácticas,Automatización,0.6849,0.65,RAG,2.585,1.0,1,1,0,"1. Detener los procesos de Jenkins durante el parchado. 
2. Activar los procesos automatizados después del tiempo solicitado. 
3. Monitorear que los procesos funcionen correctamente.","Recomendación simulada Hito 2 v4 para el ticket 10758. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 10931.",False
11501,"1. Llego un correo del usuario Andrea Chavez, indicando que se actualize el aplicativo Materiales Vitales.",General / Buenas prácticas,Mejora de proceso,11501,General / Buenas prácticas,Mejora de proceso,0.8395,0.65,RAG,2.421,3.0,1,1,1,1.- Soporte Admin realizo la ejecución del Procedimiento Almacenado para que se actualize la información.,"Recomendación simulada Hito 2 v4 para el ticket 11501. En producción, esta recomendación se genera llamando al LLM usando el antecedente del ticket 11501.",False
